City_ID,City,Country,Lat,Lng,Max Temp,Cloudiness,Humidity,Wind Speed,Current Description
701,Saint-Georges,GD,12.0564,-61.7485,85.68,40,84,12.66,scattered clouds
702,Palenque,MX,17.5167,-91.9667,87.42,33,70,4.63,scattered clouds
703,Barranca De Upia,CO,4.5696,-72.9668,80.02,100,88,0.38,overcast clouds
704,Yangambi,CD,0.8102,24.4336,71.58,100,99,2.71,light rain
705,Kihei,US,20.785,-156.4656,83.46,40,76,21.85,scattered clouds
706,Gao,ML,16.6362,1.637,89.31,80,12,9.48,broken clouds
707,Inuvik,CA,68.3499,-133.7218,33.01,90,97,5.75,snow
708,Kalmunai,LK,7.4167,81.8167,80.74,97,78,4.68,overcast clouds
709,Nampula,MZ,-15.1165,39.2666,75.15,0,64,12.66,clear sky
710,Erdenet,MN,49.0333,104.0833,34.38,4,51,2.93,clear sky
711,Tessalit,ML,20.1986,1.0114,87.03,93,10,7.78,overcast clouds
712,Viedma,AR,-40.8135,-62.9967,73.74,1,28,18.45,clear sky
713,Port-Gentil,GA,-0.7193,8.7815,76.96,40,88,5.75,scattered clouds
714,Orzu,TJ,37.5593,68.8184,48.6,0,39,3.29,clear sky
715,Raudeberg,NO,61.9875,5.1352,48.2,100,95,3.0,overcast clouds
716,Karpathos,GR,35.507,27.2132,69.76,0,83,10.36,clear sky
717,Kibakwe,TZ,-6.7167,36.3667,65.62,100,75,6.6,overcast clouds
718,Filingue,NE,14.3521,3.3168,93.36,100,17,6.62,overcast clouds
719,Kaeo,NZ,-35.1,173.7833,60.33,12,76,6.2,few clouds
720,Karlskoga,SE,59.3267,14.5239,51.12,92,84,11.3,overcast clouds
721,Biltine,TD,14.5333,20.9167,87.96,10,15,4.43,clear sky
722,Zhigansk,RU,66.7697,123.3711,33.62,100,99,12.64,light rain
723,Saiha,IN,22.4833,92.9667,69.55,96,98,2.55,overcast clouds
724,Quatre Cocos,MU,-20.2078,57.7625,71.71,96,92,8.08,light rain
725,Khadyzhensk,RU,44.4256,39.5319,50.95,13,88,1.77,few clouds
726,Gushikawa,JP,26.3544,127.8686,82.4,40,86,17.27,scattered clouds
727,Kottayam,IN,9.5833,76.5167,75.22,100,96,2.37,overcast clouds
728,Mittersill,AT,47.2667,12.4833,41.85,30,92,2.24,scattered clouds
729,Yar-Sale,RU,66.8333,70.8333,27.46,38,81,9.6,scattered clouds
730,Beringovskiy,RU,63.05,179.3167,29.48,99,87,12.8,light snow
